Text,Ratings
"IN PUBLIC INTEREST I MAY INFORM ALL NEVER EVER TAKE SERVICES OF URBAN COMPANY. THEY ARE CHEATED THEIR CUSTOMERS AND TAKING NO PAINS OF THEIR CUSTOMER’S ISSUES, COMPLAINTS AND QUERY. RECENTLY I HAVE OPTED THEIR SERVICE FOR AIRCNDITIONER SERVICE (GAS FILLING JOB). FIRST THEIR TECHNICIAN FILLED GAS IN MY AC, GOT LEAKED, REASIGN AGAIN BY URBAN COMPANY, IN HIS SECOND VISIT HE DAMAGED MY AIRCONDITIONER AND SPOILED IT TOTALLY. HE BROKE CONDENSOR, TEAR AND TORE COOLING COIL CABLE. BEFORE IT CAME TO MY NOTICE THAT MY AC GOT DAMAGED, URBAN COMPANY INITIATED REFUND OF RS. 3000.00 AGAINST GAS FILLING CHARGES WITHOUT ANY DELAY, THUS IT SHOWS VERY CLEARLY THAT THEY KNOW WHAT THEIR TECHNICIAN DID WITH MY AC. WHEN I REGISTER COMPLAINT FOR THE DAMAGES RS. 10000.00, THEY REFUSED IT TO HONOUR, NEITHER THEY ARE INTERESTED TO HEAR ANYTHING FROM CUSTOMER NOR THEY TAKE ANY RESPONSIBILITY OF THEIR TECHNICIAN. IN THEIR MOBILE APPLICATION WHAT THEY DID AND DO IS ASSIGN A NEW EXECUTIVE EVERY HALF AN HOUR AND EVERY TIME EVERY PERSON JUST ASKED “MAY I HELP YOU”, NOTHING ELSE.

“BEWARE OF THESE CHEATERS AND FRAUDESTERS”",1
"HI

Few days ago I had used Urban company professional service for my AC. The person was disgusting, he has lose AC gas bolt, AC is not working anymore. When I call to agent then he told me no gas in you AC if you permit then I refill gas on my personal level.

I need urgent help.",1
"This is regarding one of my refrigerator repair services. I had booked one of their services for repairing our LG side by side fridge. They send random unskilled person who have no idea regarding what they are doing.

Moral of the story is- Our fridge is now nothing but a toy, all thanks to their'trained' service provider. The LG representatives denied to even touch the fridge as the tamper was beyond repair.

Now after repeated complaints over the last 2 3 days, they are taking no responsibility other than refunding the service amount. Their customer service is even pathetic. Nobody bothers to take any complain, forget being responsible for their services.

They will not escalate such a major issue and will continue sending random untrained people to your home.

Can we take any legal actions?",1
"I keep getting multiple offers per day via notifications on my mobile (iPhone), despite “promotional offers” turned off in their App. I tried to delete my account but would not get an OTP for this! For me, these are red flags on trustworthiness. I have removed their app without using their services.",1
They will only charge you and will not deliver any service..and you can't even get in touch with their customer care..I will suggest never trust Urban Company they are cheats.Pls beware of them.get your service done from a local vendor that will be more reliable..,1
"Been a customer for 5 years! Most of their technicians were unprofessional and inexperienced also negligent! Lost thousands of rupees in the name of A/C repairs and gas fillings, no proper resolutions or fair trade by them.

Unregistered and uninstalled the app after talking to their customer support as they are purely money minded and stubborn commercial, corporate thieves who relay on people by consuming blood just like parasites.",1
Worst service and damaged my Healthy AC .even complaint raised also no one taken this issue ...very very very very pathetic service ..don't book,1
"Very Poor service by urban company.

I got my gyser Repaired( Element Change) in Rs.1300 and it worked only for 40 Days.Now gyser has stopped working. Very Poor Service even the local service is better than UC. Local Service charges are very less also.

I will suggest do not opt for UC services, Because local serivceman are coming and doing service. They are using local spare parts.

Please do not opt for UC services.",1
"Over the past two weeks, numerous technicians from Urban Company have worked in our home as we were renovating. Among them was Nouman Khan, AC Technician. He charged us Rs.10, 000/- on 23 March for service of 3 split ACs. We later found that he took the money personally, not as Urban Company. Moreover, the ACs are now not working properly. This was a service call, not a repair call and he seems to have deliberately spoilt the ACs. We want the ACs to be restored to full working order.",1
"Very bad timing in resolution.very unprofessional in

Identification of trouble in ac servicing and delayed response.",2
Beware of this company whose technician fooled me by saying my led display need to change for rs 7500. Charged rs 308 for visiting. I later opened tv myself just cleaned connecting cable. Now working fine. See pics old and new,1
Very good platform with all services together.customer support is awesome.far better than competitors like Nobroker.very much helpful for busy urban Life,4
"App is very difficult to use, not user friendly. Many options are confiding in urban company, my option was not listed, we couldn't get what we are looking for, customer care was not reachable , there is no one to complain if you are not satisfied.",1
"Very poor service by Urban company, they hired untrained/un-skilled technicians for service and repair, they may break or damage your gadgets, just like mine. Even they are not able to clean the gadgets while doing service. Not recommend the services of URBAN COMPANY. After raising the issue they are not ready to give a resolution and told to book again to repair the items, which their service technician broke and damaged.",1
I booked a plumber to check for smell from a sink pipe . He calls me half an hour before the booked time and says he is going to replace the entire pipe . I said it’s not necessary as we know the issue . Says then I won’t come and you cancel the service . Just like Uber drivers who say you cancel . This company says cancel before 3 hours but how to do if the technician declines half an hour before time slot . They have taken the membership money too . Asked for refund but they don’t respond . No customer care on their app . Basically no one to contact . Fraudster.,1
"I am not allowed to have my own ‘Introduction’

They first force me to fill in my profile details, and then when I do that, they change everything I’ve written, and write whatever the heck they want, in my name. So dear urbanclap, why ask me to fill in the details at all? And why the heck are you making it look like I wrote this crap, with such sad choice of words?!",4
Never come on time. Very unprofessional. Totally unreliable. Called two times. Promised to come on time. Do not pick calls,1
"During the part time cleaning my curtains were partly destroyed

I reported that issue and UC told me to they will send an expert to repair

So far so good

Yesterday at 12:00 was the fix time for it

At 15:40 I got the call from UC: Sir, the expert is at your building”

But I was not because I need to work in order to pay as well the services I book through their APP.

So first appointment failed

I got a call with apologies- and a new appointment was fixed. I was assured today at 10:30 will be the time he will come

Instead of the expert I got a phone call telling me “ the expert will come at 15:30”

What is that?

I changed my day routine a second time due to the confirmation of this company?!?!

I insisted someone will come because I can not stop working a third day this week….

So I got confirmation after 15 minutes"" the expert will come 10:30""

Now it is 12:50 and still no one showed up.

This is rediculous and I am thinking to report this matter to consumer protection as I feel not treated as I should be.

This is the worst experience I have had with a company in Dubai.",1
"We have used Urban Company a couple of times at my office for services like bathroom cleaning and plumbing during the pandemic in the year 2020. And twice I myself used their service at my residence once for PC repair and another time for water purifier service.

For the PC Repair, they have sent a third-party employee who came and replaced the HDD and SMPS. For the same, he charged us Rs. 7249/-. Plus visiting charges of Rs. 299/- that I paid earlier while booking the service. He replaced the HDD with a new 1 TB HDD. No cash memo or warranty card for the HDD was given.

Each time the service of Urban Company didn't meet my expectations. But during the pandemic at the office, we were left out of options as the housekeeping staff was not available. And our regular plumber was not responding to calls. The servicemen are not properly trained. Each time the work was disatifactory.

What I understood is that Urban Company lacks in giving the required training to the individual before starting to send them for work.

I personally won't recommend taking service from Urban Company(UC).",1
"I booked a slot for getting my refrigerator repaired, they charged me before hand only and when the mechanic was supposed to come they said we are sorry we cannot come your booking has been cancelled and there is no refund mentioned also.... They really cheated me",1
"This company gives you more jobs than u have paid for and u can earn around 2lac per month, i don't know why people have posted so many negative reviews about UC but im having a great experience with good money.",5
"It's a company of fraudsters. They installed a poor quality, second hand and an unfit compressor in my AC and charged me more than 10000 for that. I have been raising multiple complaints since the day it has been installed ie 29 Aug 22 and till now there is no resolution. Twice they have sent their senior engineers to validate and they all have validated it's a faulty compressor. Still they are not replacing the compressor. Luckily this time i have the recordings of the engineer mentioning the fault which i will be using against them in consumer court and filling a police complaint. Guys just don't use their services, they are simply fraudsters.",1
"Usually when someone clean our air condenser w water. Apparently due to sunshine, my below units hung clothes unable to do it. Not sure how clean is going to be without water cleaning,

The UC App- there is no link for me to communicate to check the cleaning method. I only know about it when I pay the price.

The UC application need a link for ask to seek clarification before we place order. My rating for the App is poor due to one way communication. Please improve UC App. Unless is so complicated that there is a hidden link that I cannot find. Pls simplify your App w the option for us to query before we proceed.",2
"Paid 3k for motor change and in 4 months it stopped working.

I have got completely cheated by Urban Company and will repent it long. I had booked Urban Company to solve the fan not working issue of my Island chimney, they came and told that it is a motor issue and they need to rebind the armature and change the bush, capacitor and charged around 3, 000/- and the fraudulent mechanic said he will give the capacitor in 400/- for which the company will charge 800/-, and I agreed. After 2 weeks they came back and reinstalled the chimney and I caught them red-handed that capacitor was not changed but billed, then with initial denial, when I showed them the picture of the capacitor that I have already taken earlier and the serial number matched, then they gave a new capacitor with some lame excuses. Now just after 4 months the chimney is again not rotating and their mechanic came(Name is Sushil Kumar Das, the cheater) and said its a motor problem and blamed the earlier mechanic and said nothing was changed. Then I called the previous mechanic, after one and a half week of excuses he finally didn't came and misbehaved over phone. Then I made a booking and he got allocated, which he cancelled from his end and thus got assigned to some other mechanic, to avoid me.Now I am with a non-working chimney and a loss of money.",1
"Am a business partner with this company , very very fraud company.This was my last business given , in app showing my commission amount and dont get payment in bank.in file login time one guy was active through disbursement.but banker confirmation got tat guy didnt pick calls.customer care number also fraud.not in use tld.very very bad service in this company.",1
"They cancelled the booking twice, minutes before the assigned time. Never showed up and wasted two full days by stalling the service Please spare yourselves and don't book this service ever. Extremely unprofessional and completely unreliable.",1
"This review is not about a specific service but about my interaction with the company staff. On one of my cleaning jobs, the person assigned damaged a few mirrors and glasses in my apartment. While UC has a policy to reimburse customers for such damage, it has been an absolute nightmare to get their escalation team to respond and move forward. We have had multiple calls(5+ by my count) and yet I have no idea how I am supposed to get my refund. They don't stick to their deadlines and they don't have a number to call so you are left in the hands of their very poor customer servive. I have about INR 30K+ of damages but due to ""company policy"" they are only going to reimburse me for INR 10K. All my conversations have shown that this company has been extremely unethical and immensely stingy to the point I believe they may have violated consumer protection laws(I am looking into it).

Do you know the worst part? They make the struggling people who do the job pay 50% of all damages EVEN THOUGH they have insurance! These are low-income struggling hardworkers who make mistakes and yet have to give money out of their pocket to a company swimming in crores. I find it absolutely horrfying for a company to stoop so low. I look forward to the the day the headlines talk about their bankruptcy - no company this unethical can or will survive.",1
I had the worst experience with UC. They confirme my booking on 12Nov Saturday and I got a call few hours that no one is available to do The Eye lash service and they had to resched the following day 13th Nov. I had to cancel my previously booked appointment for this eye lash booking. And to its massively dissapointing that no one turned up to do the service and not even a call. How unprofessional. My weekend is so important as I am a working mom and this is what I experienced.,1
The service for cleaning home was requested.realised by daughter that valuable watch was pilfered. Do not recommend these services .,1
"More focus on external cleaning. As claimed, no deep cleaning degreasing done of filters. See the photos of filters after so called deep cleaning and degreasing.
",1
"I had booked my apartment for cleaning. Cost shown was Rs. 4999/- which I have agreed to pay but there staff was very irresponsible, unhygienic, Pathetic and unprofessional with no knowledge of cleaning. The cleaner was basically a Auto driver who drived in his auto and he said himself that we never get training from the company. He was just an Auto Rickshaw driver with his 2 boys as cleaner. No manners of speaking with the customers.",1
"I had the worst experience with Urban company.i booked their intense cleaning services of 2544 amount.they automatically upgraded me their plus membership.

Now they didn't provide me services neither any other slot.

Cherry on the cake , they refunded my amount after deducting membership fees.

As if it's my mistake that they haven't been able to provide me services for which they have deducted my amount.",1
"The professional keeps on rescheduling the time Original slot of 3.30 pm and he came post 6.30 pm in the evening .
With premium version for 2BHK just finished the work in 2.5 hrs.
All floors post cleaning remains dirty .They walk away without cleaning it properly.....
Corners of ceiling remains untouched ....No proper soap or detergents used to clean basin....all stains remains same in bathroom
we have to keep on moving our heavy furniture back n forth for them.
post cleaning we faced another terrible experience. we have water logging at home as they throw garbage of bathroom cleaning in water outlet which chocked up n reverse water flooded in entire house on next day.
There is so much mental harrassment we faced. I wish I could have claimed back entire money I paid .we have to do so much of cleaning today due to their irresponsible action of yesterday",3
"I had a disastrous experience with Urban Company (UC, formerly Urban Clap). I booked them for the Platinum Cleaning Package for a furnished 4 BHK apartment. Per UC’s website and app, it includes all of the features of the Premium package, plus wet vacuuming of upholstery, among other things.  The experience was quite challenging from the beginning, although the staff with whom I interacted were polite:
- UC was incommunicado between my booking and service time, a period of four days.
- The team was two hours late.
- The team was inadequate, too young, and poorly equipped.
- Their idea of the cleaning contract was different from the UC website and app.
- The team requested cancellation.  My refund from UC fell short of the amount I had paid.
Here are the details:
1. I attempted to book UC’s service in October 2022.  In my first attempt to book cash-on-delivery, the required up front payment of ?1, 000/- was successfully deducted from my bank account, but not credited to my UC service.  It was eventually refunded, but I was asked to rebook using a payment method different from Net Banking.
2. When I rebooked, the payment options required full upfront payment, in excess of ?10, 000/- which I made.
3. The service date was four days after the booking date.  Yet, there was no contact on my mobile, email, or app until 45 minutes before the service time, on the service date.
4. Also, during this period, there was no way for me to contact UC via email, app, or telephone.
5. The service was picked up by Prabhas Mukhiya, a team leader.  I called him up immediately to ascertain whether the team would be on time, given that the scheduled time was only 45 minutes away.  He initially assured me that they would.  I had a total of 6 telephone calls with him.  During that time, he indicated that he was in touch with the team, and that they would be no more than 30-45 minutes late.
6. It turns out that he did not really communicate with them during this period, as he acknowledged.
7. Eventually, at one hour and 45 minutes after the scheduled time, he promised that the team would be there in 10 minutes.  And they were.  The team was nearly two hours late.
8. There were only three of them, although the website indicates 6-8 professionals.  They had only a dry vacuum, and no wet vacuum as required in the Platinum service.
9. They were very young boys, ranging in age from about 13 to about 20.
10. The eldest among them, Deepak Mukhiya, a cousin of the team leader, said that he could arrange for a wet vacuum, but only five seats could be wet-vacuumed.  For seats beyond the first five, I would be charged extra.  There is no such specification on UC’s website or app.
11. I showed them the 4 BHK apartment, and they agreed that the three of them were insufficient to do the job within the promised 8 hours.  The eldest among them began calling other teams.  His calls would either not be picked up, or he would be put on hold.  Eventually, he requested that I cancel the service.
12. I did so, but did not receive a full refund.  It was short ?299/-, which happens to be the annual price of ‘Plus’ membership. I have requested a refund of this amount, but have not received it.
13. I posted multiple feedback items on UC’s website about my experience, including my request for a refund of ?299/-.  There was no response.  Eventually, I posted the observations up to Item #12 above.  Within half an hour, I received a call from UC’s representative, Mr. Gaurav.
I re-outlined my bad experience, and requested the remaining refund of ?299/-.
1. Mr. Gaurav initially said that no refund is possible.
2. I pointed out that the website and app does provide for refund.
3. Then Mr. Gaurav changed his position, and said that the only refund is of the whole amount, at the end of a year, provided the service is not used at all.
4. I pointed out that the website and app does provide for partial refund, of excess of membership fee over the total discounts availed.  For example, if total discount of ?200/- is availed through the year, then the remaining ?99/- is refunded at year-end.
5. Then Mr. Gaurav changed his position again, and acknowledged that a partial refund is possible.  At this point, he spoke with his senior, and returned with an offer to refund ?150/-, while keeping my membership open.  He said he could not refund the remaining ?149/-.
6. Unfortunately, the refund cannot be made in the same way as the original refund, into my Amazon Pay balance.  It can only be done via UPI or Net Banking.  I do not use UPI.  For Net Banking, I have to provide my NEFT details.
7. I indicated to Mr. Gaurav that this partial refund did not address my need, as I desired a full refund with a full cancellation of Plus membership.",1
"I had a disastrous experience with Urban Company (UC, formerly Urban Clap). I booked them for the Platinum Cleaning Package for a furnished 4 BHK apartment. Per UC’s web site and app, it includes all of the features of the Premium package, plus wet vacuuming of upholstery, among other things. The experience was quite challenging from the beginning, although the staff with whom I interacted were polite:
- UC was incommunicado between my booking and service time, a period of four days;
- The team was two hours late;
- The team was inadequate, too young, and poorly equipped;
- Their idea of the cleaning contract was different from the UC web site and app;
- The team requested cancellation. My refund from UC fell short of the amount I had paid.

Here are the details:
1. I attempted to book UC’s service in October 2022. In my first attempt to book cash-on-delivery, the required up front payment of ?1,000/- was successfully deducted from my bank account, but not credited to my UC service. It was eventually refunded, but I was asked to rebook using a payment method different from Net Banking.
2. When I rebooked, the payment options required full up front payment, in excess of ?10,000/- which I made.
3. The service date was four days after the booking date. Yet, there was no contact on my mobile, email, or app until 45 minutes before the service time, on the service date.
4. Also, during this period, there was no way for me to contact UC via email, app, or telephone.
5. The service was picked up by Prabhas Mukhiya, a team leader. I called him up immediately to ascertain whether the team would be on time, given that the scheduled time was only 45 minutes away. He initially assured me that they would. I had a total of 6 telephone calls with him. During that time, he indicated that he was in touch with the team, and that they would be no more than 30-45 minutes late.
6. It turns out that he did not really communicate with them during this period, as he acknowledged.
7. Eventually, at one hour and 45 minutes after the scheduled time, he promised that the team would be there in 10 minutes. And they were. The team was nearly two hours late.
8. There were only three of them, although the web site indicates 6-8 professionals. They had only a dry vacuum, and no wet vacuum as required in the Platinum service.
9. They were very young boys, ranging in age from about 13 to about 20.
10. The eldest among them, Deepak Mukhiya, a cousin of the team leader, said that he could arrange for a wet vacuum, but only five seats could be wet-vacuumed. For seats beyond the first five, I would be charged extra. There is no such specification on UC’s web site or app.
11. I showed them the 4 BHK apartment, and they agreed that the three of them were insufficient to do the job within the promised 8 hours. The eldest among them began calling other teams. His calls would either not be picked up, or he would be put on hold. Eventually, he requested that I cancel the service.
12. I did so, but did not receive a full refund. It was short ?299/-, which happens to be the annual price of ‘Plus’ membership. I have requested a refund of this amount, but have not received it.
13. I posted multiple feedback items on UC’s web site about my experience, including my request for refund of ?299/-. There was no response. Eventually, I posted the observations up to Item #12 above. Within half an hour, I received a call from UC’s representative, Mr. Gaurav.
14. I re-outlined my bad experience, and requested the remaining refund of ?299/-.
* Mr. Gaurav initially said that no refund is possible.
* I pointed out that the web site and app does provide for refund.
* Then Mr. Gaurav changed his position, and said that the only refund is of the whole amount, at the end of a year, provided the service is not used at all.
* I pointed out that the web site and app does provide for partial refund, of excess of membership fee over total discounts availed. For example, if total discount of ?200/- is availed through the year, then remaining ?99/- is refunded at year end.
* Then Mr. Gaurav changed his position again, and acknowledged that a partial refund is possible. At this point, he spoke with his senior, and returned with an offer to refund ?150/-, while keeping my membership open. He said he could not refund the remaining ?149/-.
* Unfortunately, the refund cannot be made in the same way as the original refund, into my Amazon Pay balance. It can only be done via UPI or Net Banking. I do not use UPI. For Net Banking, I have to provide my NEFT details.
* I indicated to Mr. Gaurav that this partial refund did not address my need, as I desired a full refund with a full cancellation of Plus membership.
15. After four hours, I received a call from another representative of UC, Ms. Mehak. She reminded me about the ?150/- refund. I proceeded to provide my NEFT details. She said the money would be credited to my bank in 2-3 days. The ?149/- remains unrefunded.",1
"We had booked for tank cleaning
Their services were very poor
They damaged the fittings which led to water leakage continuously.
We had to call an experienced plumber from elsewhere and had to get it fixed ..which cost us an additional 2500
We will never recommend them for any service
They could not clean our kitchen chimney too ...because they were not trained in it",1
"Paid ?528/- for cleaning one bathroom. They didn’t do what they have said they do. A lot of the hard water stains remain. The person was most unwilling to use hos machine for cleaning the tough stains. At the end, what he did is what we can do ourselves to clean the bathroom. Local cleaners do it for ?100/-.",1
"I did the booking for painting service. Worst service has been delivered.  They charged me 30, 000 for 929 square feet apartment. The professional quoted 22k in app and took 7k + from me. They have a hurry to get all the money. After receiving money they hardly responds. Just say we are sorry and run away.They did the unsatisfactory work with all wrong colors and inferior paint quality. And also denied to refund my money and give proper service. I would suggest never go for this service if you don't want to spoil your hard earned money. There services are fake, worst and nightmare. All money wasted.",1
They dnt have professionals. Pathetic service. I booked cleaning. Salon. Etc. Everything is pathetic.,1
These guys never come at scheduled time. I don't know why urban company keeps 8 am bookings. You hardly find people who can arrive at that time. They cancel booking without informing and then do not respond to calls at all. Very poor service,1
"A professional was sent from UrbanCompany.com in order to repair our Refrigerator which was not working properly. He took the same and the fee demanded was nearly 75% of the actual cost of Refrigerator and we didn't want to continue with the repair. The professional didn't return our Refrigerator and stopped responding to our calls which enforced us to raise a complaint with the urban company. With the urban company mediator in between over the call, the professional agreed to return our Refrigerator in two days. Urban company was requested in written over the email of an invoice for the repair which professional charged. Neither any email nor any updates or call backs of any kind resulted to our messages sent left on their application. We have now filed a police complaint against UrbanCompany.com.",2
"My 42""LG smart tv had only cuff problem initially which was inspected by UC's two different technicians, Yogesh came at home and had no other issue but finally the 4.95 rating guy Masahud Sheikh took our tv for repair, gave no receipt and got it back after a week with totally damaged tv, removed our original motherboard, connector's strips our display panel with two huge dents in the back of the tv, my tv is fully broken now. Not working at all, no one is bothered to even repair or come look at it, Urban Company is nothing but a hub for a gang of cheaters and scammers. Their goon workers and back-end management work hand in hand, we complain to them but they are deaf to our problems and ignore us by all means ..
Save yourself from this brand and officially we must try to stop this company's malpractice. They are criminals, looting innocent clients. It’s a racket going on which must be stopped. We will be making an official complaint to our home minister regarding this issue and will take the matter to the consumer court. This syndicate needs to be stopped.
Now when we called LG service center, technician came, he saw the tv, after inspection he said the tv is fully gone, better you throw it as it will cost 28k plus as everything is spoiled in this, all the original parts are gone. The only person who took our tv from our home is Masahud and all parts were removed by him.
UC back-end team Shubham also didn't help us, instead started defending his company and UC out of fear for his job. Masahud UC tv technician put universal old parts in our tv which didn’t work even for one hour, after the tv was brought back to us by Masahud .. he is the biggest scammer in the whole gang .. this management is nothing but a fraud nexus running wild without any fear for the law and order. They don’t fear the gov or court or anyone, they are running this company and looting scamming stealing from innocent clients in broad daylight.. we have LG service Center technician quotation now of the current status of our tv. Our 80k tv is totally garbage now :(, the LG technician said better to buy a new tv instead of repairing so much damage. It’s damaged beyond repair :(
Their supervising team says they are not responsible if the tv is broken fully. Reason they didn’t give us the final bill yet and didn’t collect the money yet, but then they also took our brand new tv and got back some chor bazar tv and gave us back with all original parts removed.
This is a very thoughtfully done & pre-planned crime they are doing, this kind of corporate crime must be stopped asap.
We were told that we don’t have the bill so we are not eligible for anything.
During the time of delivery, we asked the technician to give us the bill. To which the technician said he will get the bill in 5 mins from his vehicle, and he never came back. He didn’t come back to give the bill.
Later we found out that all our original LG parts were removed and replaced with cheap generic parts. it’s not our tv anymore, it’s a dummy tv. With all fake parts inside just the cover was of LG, which also has two dents now Nothing inside was original in it.
The floor supervisor Sandeep says we don’t give any acknowledgement receipts to any client while taking the tv from them ever, he says it’s company policy .. we are not allowed.
This statement proves the crime in itself.
We have full faith in our judiciary law Honourable court will do the justice for such dirty white collar day crimes done by Urban Company to innocent customers.
We have all chats and audio/video recordings of the technician and back-end team .. while taking the tv.
We have a video recording in our CCTV when the technician was taking the tv with him and when bringing it back all are recorded in our CCTV ..
It’s a breach of trust, fraud, cheating and malpractice,
In the name of a licensed corporate company. Their license should be revoked by the legal authorities. And this company should be stopped from functioning at all.
They are cheaters.
Is this the kind of India we are building ?
Is this the India that we want for our children ??
Is India going to be ruled by such corporate private companies? No.
How can this daylight robbery be allowed?
Officially legal relevant authorities please help the customers/clients here and kindly support us in bringing it down. Help Indian citizens.",1
I had the worst experience with an urban company. They are taking online booking and while servicing all jobs going to offline and the professionals were cheating with the customers. And the urban company was not responding due to online service.  I guess it's a scam the professional and urban company looting money from customers.,1
"I booked a service, they people call you at random time in the day at 5.30 am , keep calling you again and again for stupid reasons and then after all this, they CANCEL your appointment without informing. Ruin your entire schedule. Also the professionals don't accept their mistake, they be rude. This is highly unprofessional.  Atleast value someone's time.",3
"A month back we had given  our Philips TV for repair to Urban company and till today there is no sign of it.
Their technician is rude and arrogant. Does not bother to give an update . And the Customer support people keep changing and do not follow up.
One of the worst companies to deal with.
Don't",1
"Paid ?528/- for cleaning one bathroom. They didn't do what they have said they do. A lot of the hard water stains remain. The person was most unwilling to use hos machine for cleaning the tough stains. At the end, what he did is what we can do ourselves to clean the bathroom. Local cleaners do it for ?100/-.",1
"A week ago We opted bathroom cleaning service for two bathrooms. the cleaner applied some strong chemicals which slowly rusted all of the expensive fixtures like Towel hanger, Glass slider knob etc in both the two bathrooms.
Its just a year old flat and all fixtures are new. Same fixtures are installed in the 3rd bathroom(Guest) which we did not opt for from Urban so luckily saved. When I raised complaint UC didn't help and just replied only for 3 days warranty has been covered.
Rusting is a slow process so we realized after 3 days and I paid annual membership fees also which they not refunding. Don't opt UC, they lock the bathroom and don't know which all chemicals, harsh machines used by them which damages the fixtures.",1
"I have asked for electrical services in Kitchen. The guy who attended doesn't seem to know his work  at all. Already we have wiring done in the Kitchen earlier and we just needed extension plugs and sockets and wiring for LED lights. The total cost came more than Rs 10, 000 though we had supplied most of the material. They are supposed to give the total estimates before the start of the work. Instead for each step done they go on charging extra. Others who book services from UC, be careful.",1
Its been more than 50days now and there is no response on my refund. This is a pathetic company don't take any services from them,1
During intense cleaning of bathroom the unprofessional so called professional damaged the very expensive wash basin and commode. When I tried to ask the professional straight away he ran from my premises. After that I raised this issue with snaps with UC customer care through UC app. They said they are calling professional but he is not picking up their calls but withing 24hrs they will resolve the issue positively as appliances are covered under insurance of rs. 10000/- in case of damaged during the service. And now it's been more than 24hrs now but didn't hear anything from UC staffs. Also they have closed the chat just by updating our executive will call you soon. They have disabled the chat option for so I can't even do the follow ups on my complaint. Somehow found their head office and Bangalore office contact number they didn't pick the call. Can't expect this kind of unprofessional approach by UC towards the customers. I am just advising all not to use their services as they are not reachable at all in the event of any fault from their side.,1
"Today booked bathroom cleaning at 8 AM, nobody turn up till 10AM, spoke to customer care their response was if they don't care. Ultimately I cancelled booking and full refund of my money not done only partial amount refunded
Please avoid, this is cheater company",1
"This time beautician sent was not as expected she did not do my eyebrows properly, it's looking very ugly.",1
"Urban company is today what you call a dummy corporation only exisiting to make profits of gullible consumers by employing pathetic service vendors to maximise their profits, their ads ar misleading and they must be reported for unethical business practise.",1
"Deserves a zero in rating. Avoidable.
Booked them to deep clean a 3BHK unfurnished apartment in Pune.


I subscribed to their premium package for 6 months. I was told that they send their best staff, however its only to earn more money.


Arrogant staff.


I was actually advised by them that the house needs cleaning before they would deep clean the house.


I was advised of a long list of things they won't clean like windows, glass door, in built wardrobe from outside, etc, these are covered as part of the package in their website.


The apartment is unfurnished  with inbuilt wardrobes, I was told that it qualifies as furnished apartment.




Finally cancelled the booking which the person on call was most eager to cancel.",1
I advise everyone not to go for any painting related service from urban company they have provided me the worst service and on top of that the painter did not leave the premises without taking the money and now it’s been months I have been following up with them continuously and now they are refusing to do anything and are not even providing the refund back I do not want any service from them I just need my refund back I advise everyone not to go in for this service,1
"Hi,
I booked a cleaning service for 2BR flat in Bengaluru on 3/Aug. and scheduled the work at 10 am on 4-Aug-22.
However, I received a call at 8:33 am on 4th Aug., from+918037775241 and the call was cut. When called back, the person did not take the call(3 times). At 8:46 am I got call from+911244577364 and the lady told me that the service needs to be rescheduled at 12 noon. I agreed, though was not comfortable at 12 noon. Then, at 11:18 am I got a call on my mobile, from+918045810842, saying the call is from Urban Company(UC) ""Associate"" and asking for my mobile number! Told the person to check my bookings and get my number. I refuse to share my mobile number with unknown persons. After this, I waited at the apartment from 11:50 am and wasted my time as none came to do the cleaning. I sent a message on WhatsApp, but have not received any reply! But when checked on UC website, it says my service ""Request Cancelled""! And that too I requested to cancel! What a lie!
Now here are my questions:
Service has not been done, after paying money in advance. And then the service is cancelled without asking me, telling lies!  Website does not have a 1800 number also!
Does it mean Urban Company(UC) does not want business. Then it should stop accepting and collecting on the website.
When will I get the refund of amount paid?
All staff start talking in Hindi, as soon any customer picks up call and converse in Hindi, without manners. If they want, let them ask the customer, language of preference than assuming Hindi as preferred language.
Next, when they call back let them check if customer is free to talk(esp. if someone is driving or in a meeting, etc.)
I put a message in UC WhatApp, regarding my waiting at the apartment and I am yet to get any response after 24 hours. Also I tried+9112444577364 and could not reach anybody. Later sent an eMail for which I got an automated reply which has no meaning. I want UC to refund my money with penalty for wasting my time, energy and using mu advance payment.
UC seem to con-masters! Beware of their service and'Associates' who are unworthy of talking to.",1
"I booked a AC service in May 3rd week the guy came said a lot of parts need to be changed . everything okeyed and done . But after a few days of usage we noticed that the cooling issue still persit insist a huge consolidated Fog sort of is dispensed .  We again called the AC technician or repeat service .   He inspected and
pacified the people at home that it is normal . But we have 3 split AC's in the house serviced by the principal company and they are 100% fine.   Now after a month the AC is gone 100% flat only air coming no cooling at all. though we have not used AC due to rainy season in the last month+ .  Urban company is washing off their hands saying you will have to again pay for service . This is not good . rather better to deal with local area technicians they are moderately priced and quite considerate .
Umer Kably - 7900058639",2
